utterance_id	batch	pattern	diphone_index	diphone
406	single	1	2	u-x
406	single	1	3	x-p
406	single	1	4	p-i
406	single	1	5	i-j
406	single	1	6	j-X
406	single	1	7	X-u
406	single	1	8	u-_
407	single	1	1	_-u
407	single	1	2	u-X
407	single	1	3	X-p
407	single	1	4	p-i
407	single	1	5	i-n
407	single	1	6	n-j
407	single	1	7	j-u
407	single	1	8	u-_
408	single	1	1	_-a
408	single	1	2	a-l
408	single	1	3	l-t.
408	single	1	4	t.-a.
408	single	1	5	a.-k
408	single	1	6	k-t
408	single	1	7	t-u
408	single	1	8	u-_
409	single	1	1	_-u
409	single	1	2	u-x
409	single	1	3	x-t
409	single	1	4	t-i
409	single	1	5	i-p
409	single	1	6	p-r
409	single	1	7	r-e
409	single	1	8	e-_
410	single	1	1	_-i
410	single	1	2	i-z
410	single	1	3	z-n
410	single	1	4	n-i
410	single	1	5	i-g
410	single	1	6	g-n
410	single	1	7	n-i
410	single	1	8	i-_
411	single	1	1	_-a
411	single	1	2	a-t
411	single	1	3	t-H
411	single	1	4	H-i.
411	single	1	5	i.-t.
411	single	1	6	t.-d
411	single	1	7	d-e
411	single	1	8	e-_
412	single	1	1	_-a
412	single	1	2	a-k
412	single	1	3	k-S
412	single	1	4	S-i
412	single	1	5	i-l
412	single	1	6	l-z
412	single	1	7	z-a
412	single	1	8	a-_
413	single	1	1	_-i
413	single	1	2	i-j
413	single	1	3	j-n
413	single	1	4	n-u
413	single	1	5	u-z
413	single	1	6	z-j
413	single	1	7	j-i
413	single	1	8	i-_
414	single	1	1	_-a
414	single	1	2	a-t
414	single	1	3	t-x
414	single	1	4	x-i
414	single	1	5	i-s
414	single	1	6	s-w
414	single	1	7	w-i
414	single	1	8	i-_
415	single	1	1	_-a
415	single	1	2	a-s
415	single	1	3	s-H
415	single	1	4	H-a
415	single	1	5	a-z
415	single	1	6	z-g
415	single	1	7	g-a
415	single	1	8	a-_
416	single	1	1	_-u
416	single	1	2	u-p
416	single	1	3	p-t
416	single	1	4	t-i
416	single	1	5	i-k
416	single	1	6	k-b
416	single	1	7	b-e
416	single	1	8	e-_
417	single	1	1	_-i
417	single	1	2	i-s
417	single	1	3	s-q
417	single	1	4	q-u.
417	single	1	5	u.-j
417	single	1	6	j-S
417	single	1	7	S-i
417	single	1	8	i-_
418	single	1	1	_-a
418	single	1	2	a-t
418	single	1	3	t-z
418	single	1	4	z-a
418	single	1	5	a-X
418	single	1	6	X-q
418	single	1	7	q-a.
418	single	1	8	a.-_
419	single	1	1	_-a
419	single	1	2	a-p
419	single	1	3	p-q
419	single	1	4	q-u.
419	single	1	5	u.-g
419	single	1	6	g-S
419	single	1	7	S-i
419	single	1	8	i-_
420	single	1	1	_-i
420	single	1	2	i-S
420	single	1	3	S-j
420	single	1	4	j-a
420	single	1	5	a-X
420	single	1	6	X-w
420	single	1	7	w-a
420	single	1	8	a-_
421	single	2	1	_-s.
421	single	2	2	s.-i.
421	single	2	3	i.-H
421	single	2	4	H-i
421	single	2	5	i-?
421	single	2	6	?-g
421	single	2	7	g-u.
421	single	2	8	u.-s.
421	single	2	9	s.-_
422	single	1	1	_-a
422	single	1	2	a-x
422	single	1	3	x-b
422	single	1	4	b-e.
422	single	1	5	e.-t.
422	single	1	6	t.-k
422	single	1	7	k-i
422	single	1	8	i-_
423	single	1	1	_-a
423	single	1	2	a-S
423	single	1	3	S-t
423	single	1	4	t-e
423	single	1	5	e-?
423	single	1	6	?-?
423	single	1	7	?-u
423	single	1	8	u-_
424	single	1	1	_-a
424	single	1	2	a-t
424	single	1	3	t-t
424	single	1	4	t-e
424	single	1	5	e-l
424	single	1	6	l-X
424	single	1	7	X-u
424	single	1	8	u-_
425	single	1	1	_-i
425	single	1	2	i-g
425	single	1	3	g-?
425	single	1	4	?-a
425	single	1	5	a-s
425	single	1	6	s-?
425	single	1	7	?-a
425	single	1	8	a-_
426	single	1	1	_-e
426	single	1	2	e-q
426	single	1	3	q-j
426	single	1	4	j-u
426	single	1	5	u-l
426	single	1	6	l-S
426	single	1	7	S-u
426	single	1	8	u-_
427	single	1	1	_-u
427	single	1	2	u-z
427	single	1	3	z-X
427	single	1	4	X-e.
427	single	1	5	e.-q
427	single	1	6	q-H
427	single	1	7	H-e
427	single	1	8	e-_
428	single	1	1	_-e
428	single	1	2	e-x
428	single	1	3	x-q
428	single	1	4	q-u.
428	single	1	5	u.-b
428	single	1	6	b-S
428	single	1	7	S-i
428	single	1	8	i-_
429	single	1	1	_-a
429	single	1	2	a-l
429	single	1	3	l-x
429	single	1	4	x-a
429	single	1	5	a-l
429	single	1	6	l-g
429	single	1	7	g-e
429	single	1	8	e-_
430	single	1	1	_-u
430	single	1	2	u-t
430	single	1	3	t-l
430	single	1	4	l-a
430	single	1	5	a-?
430	single	1	6	?-x
430	single	1	7	x-u
430	single	1	8	u-_
431	single	1	1	_-e
431	single	1	2	e-z
431	single	1	3	z-q
431	single	1	4	q-u.
431	single	1	5	u.-b
431	single	1	6	b-H
431	single	1	7	H-i
431	single	1	8	i-_
432	single	1	1	_-e
432	single	1	2	e-S
432	single	1	3	S-?
432	single	1	4	?-i.
432	single	1	5	i.-s.
432	single	1	6	s.-w
432	single	1	7	w-a
432	single	1	8	a-_
433	single	1	1	_-i
433	single	1	2	i-X
433	single	1	3	X-t
433	single	1	4	t-i
433	single	1	5	i-?
433	single	1	6	?-w
433	single	1	7	w-u
433	single	1	8	u-_
434	single	1	1	_-a
434	single	1	2	a-l
434	single	1	3	l-t
434	single	1	4	t-u
434	single	1	5	u-g
434	single	1	6	g-t
434	single	1	7	t-u
434	single	1	8	u-_
435	single	1	1	_-e
435	single	1	2	e-p
435	single	1	3	p-t.
435	single	1	4	t.-a.
435	single	1	5	a.-H
435	single	1	6	H-X
435	single	1	7	X-i
435	single	1	8	i-_
436	single	1	1	_-i
436	single	1	2	i-w
436	single	1	3	w-q
436	single	1	4	q-i.
436	single	1	5	i.-p
436	single	1	6	p-j
436	single	1	7	j-a
436	single	1	8	a-_
437	single	1	1	_-a
437	single	1	2	a-d
437	single	1	3	d-S
437	single	1	4	S-u.
437	single	1	5	u.-q
437	single	1	6	q-x
437	single	1	7	x-i
437	single	1	8	i-_
438	single	1	1	_-e
438	single	1	2	e-k
438	single	1	3	k-t.
438	single	1	4	t.-a.
438	single	1	5	a.-w
438	single	1	6	w-n
438	single	1	7	n-u
438	single	1	8	u-_
439	single	1	1	_-u
439	single	1	2	u-m
439	single	1	3	m-b
439	single	1	4	b-u.
439	single	1	5	u.-s.
439	single	1	6	s.-w
439	single	1	7	w-i
439	single	1	8	i-_
440	single	1	1	_-i
440	single	1	2	i-z
440	single	1	3	z-t.
440	single	1	4	t.-i.
440	single	1	5	i.-X
440	single	1	6	X-l
440	single	1	7	l-i
440	single	1	8	i-_
441	single	1	1	_-a
441	single	1	2	a-S
441	single	1	3	S-t.
441	single	1	4	t.-e.
441	single	1	5	e.-b
441	single	1	6	b-n
441	single	1	7	n-i
441	single	1	8	i-_
442	single	1	1	_-u
442	single	1	2	u-g
442	single	1	3	g-x
442	single	1	4	x-e.
442	single	1	5	e.-s.
442	single	1	6	s.-r
442	single	1	7	r-e
442	single	1	8	e-_
443	single	1	1	_-e
443	single	1	2	e-d
443	single	1	3	d-x
443	single	1	4	x-e
443	single	1	5	e-n
443	single	1	6	n-t
443	single	1	7	t-i
443	single	1	8	i-_
444	single	1	1	_-i
444	single	1	2	i-x
444	single	1	3	x-b
444	single	1	4	b-i
444	single	1	5	i-?
444	single	1	6	?-t
444	single	1	7	t-u
444	single	1	8	u-_
445	single	1	1	_-e
445	single	1	2	e-j
445	single	1	3	j-w
445	single	1	4	w-u
445	single	1	5	u-p
445	single	1	6	p-r
445	single	1	7	r-u
445	single	1	8	u-_
446	single	1	1	_-u
446	single	1	2	u-r
446	single	1	3	r-S
446	single	1	4	S-e
446	single	1	5	e-p
446	single	1	6	p-p
446	single	1	7	p-e
446	single	1	8	e-_
447	single	1	1	_-a
447	single	1	2	a-H
447	single	1	3	H-t.
447	single	1	4	t.-a.
447	single	1	5	a.-s
447	single	1	6	s-g
447	single	1	7	g-i
447	single	1	8	i-_
448	single	1	1	_-u
448	single	1	2	u-m
448	single	1	3	m-j
448	single	1	4	j-i
448	single	1	5	i-m
448	single	1	6	m-p
448	single	1	7	p-u
448	single	1	8	u-_
449	single	1	1	_-u
449	single	1	2	u-x
449	single	1	3	x-n
449	single	1	4	n-u
449	single	1	5	u-b
449	single	1	6	b-g
449	single	1	7	g-u
449	single	1	8	u-_
450	single	1	1	_-a
450	single	1	2	a-H
450	single	1	3	H-g
450	single	1	4	g-a
450	single	1	5	a-p
450	single	1	6	p-m
450	single	1	7	m-e
450	single	1	8	e-_
451	single	1	1	_-u
451	single	1	2	u-H
451	single	1	3	H-j
451	single	1	4	j-u
451	single	1	5	u-w
451	single	1	6	w-b
451	single	1	7	b-u
451	single	1	8	u-_
452	single	3	1	_-r
452	single	3	2	r-u
452	single	3	3	u-i
452	single	3	4	i-k
452	single	3	5	k-a
452	single	3	6	a-i
452	single	3	7	i-p
452	single	3	8	p-_
453	single	1	1	_-e
453	single	1	2	e-b
453	single	1	3	b-p
453	single	1	4	p-i
453	single	1	5	i-X
453	single	1	6	X-z
453	single	1	7	z-i
453	single	1	8	i-_
454	single	1	1	_-u
454	single	1	2	u-d
454	single	1	3	d-t.
454	single	1	4	t.-e.
454	single	1	5	e.-?
454	single	1	6	?-m
454	single	1	7	m-i
454	single	1	8	i-_
455	single	1	1	_-e
455	single	1	2	e-s
455	single	1	3	s-l
455	single	1	4	l-e.
455	single	1	5	e.-q
455	single	1	6	q-r
455	single	1	7	r-e
455	single	1	8	e-_
456	single	1	1	_-e
456	single	1	2	e-H
456	single	1	3	H-x
456	single	1	4	x-a
456	single	1	5	a-n
456	single	1	6	n-x
456	single	1	7	x-u
456	single	1	8	u-_
457	single	3	1	_-l
457	single	3	2	l-i
457	single	3	3	i-e
457	single	3	4	e-b
457	single	3	5	b-i
457	single	3	6	i-e
457	single	3	7	e-H
457	single	3	8	H-_
458	single	1	1	_-a
458	single	1	2	a-z
458	single	1	3	z-z
458	single	1	4	z-i.
458	single	1	5	i.-q
458	single	1	6	q-S
458	single	1	7	S-i
458	single	1	8	i-_
459	single	1	1	_-u
459	single	1	2	u-m
459	single	1	3	m-X
459	single	1	4	X-u
459	single	1	5	u-S
459	single	1	6	S-p
459	single	1	7	p-i
459	single	1	8	i-_
460	single	1	1	_-i
460	single	1	2	i-H
460	single	1	3	H-m
460	single	1	4	m-a
460	single	1	5	a-X
460	single	1	6	X-m
460	single	1	7	m-a
460	single	1	8	a-_
461	single	1	1	_-a
461	single	1	2	a-n
461	single	1	3	n-S
461	single	1	4	S-a
461	single	1	5	a-l
461	single	1	6	l-b
461	single	1	7	b-a
461	single	1	8	a-_
462	single	3	1	_-w
462	single	3	2	w-a
462	single	3	3	a-e
462	single	3	4	e-m
462	single	3	5	m-i
462	single	3	6	i-i
462	single	3	7	i-X
462	single	3	8	X-_
463	single	1	1	_-u
463	single	1	2	u-b
463	single	1	3	b-j
463	single	1	4	j-a
463	single	1	5	a-z
463	single	1	6	z-?
463	single	1	7	?-i
463	single	1	8	i-_
464	single	1	1	_-u
464	single	1	2	u-m
464	single	1	3	m-x
464	single	1	4	x-u.
464	single	1	5	u.-s.
464	single	1	6	s.-l
464	single	1	7	l-i
464	single	1	8	i-_
465	single	1	1	_-u
465	single	1	2	u-d
465	single	1	3	d-p
465	single	1	4	p-a
465	single	1	5	a-g
465	single	1	6	g-w
465	single	1	7	w-u
465	single	1	8	u-_
466	single	1	1	_-a
466	single	1	2	a-k
466	single	1	3	k-H
466	single	1	4	H-e.
466	single	1	5	e.-s.
466	single	1	6	s.-n
466	single	1	7	n-i
466	single	1	8	i-_
467	single	1	1	_-a
467	single	1	2	a-k
467	single	1	3	k-n
467	single	1	4	n-a
467	single	1	5	a-g
467	single	1	6	g-n
467	single	1	7	n-a
467	single	1	8	a-_
468	single	1	1	_-e
468	single	1	2	e-x
468	single	1	3	x-l
468	single	1	4	l-u
468	single	1	5	u-l
468	single	1	6	l-H
468	single	1	7	H-u
468	single	1	8	u-_
469	single	1	1	_-u
469	single	1	2	u-s
469	single	1	3	s-j
469	single	1	4	j-u
469	single	1	5	u-k
469	single	1	6	k-X
469	single	1	7	X-i
469	single	1	8	i-_
470	single	1	1	_-e
470	single	1	2	e-X
470	single	1	3	X-j
470	single	1	4	j-e.
470	single	1	5	e.-s.
470	single	1	6	s.-?
470	single	1	7	?-a
470	single	1	8	a-_
471	single	1	1	_-a
471	single	1	2	a-x
471	single	1	3	x-S
471	single	1	4	S-u
471	single	1	5	u-H
471	single	1	6	H-d
471	single	1	7	d-i
471	single	1	8	i-_
472	single	1	1	_-e
472	single	1	2	e-p
472	single	1	3	p-n
472	single	1	4	n-e.
472	single	1	5	e.-q
472	single	1	6	q-l
472	single	1	7	l-i
472	single	1	8	i-_
473	single	1	1	_-u
473	single	1	2	u-d
473	single	1	3	d-d
473	single	1	4	d-u
473	single	1	5	u-S
473	single	1	6	S-g
473	single	1	7	g-i
473	single	1	8	i-_
474	single	1	1	_-u
474	single	1	2	u-w
474	single	1	3	w-d
474	single	1	4	d-i
474	single	1	5	i-l
474	single	1	6	l-p
474	single	1	7	p-e
474	single	1	8	e-_
475	single	1	1	_-u
475	single	1	2	u-m
475	single	1	3	m-z
475	single	1	4	z-u
475	single	1	5	u-t
475	single	1	6	t-x
475	single	1	7	x-e
475	single	1	8	e-_
476	single	1	1	_-u
476	single	1	2	u-b
476	single	1	3	b-x
476	single	1	4	x-i
476	single	1	5	i-H
476	single	1	6	H-l
476	single	1	7	l-a
476	single	1	8	a-_
477	single	1	1	_-e
477	single	1	2	e-m
477	single	1	3	m-s.
477	single	1	4	s.-u.
477	single	1	5	u.-z
477	single	1	6	z-b
477	single	1	7	b-a
477	single	1	8	a-_
478	single	1	1	_-u
478	single	1	2	u-X
478	single	1	3	X-n
478	single	1	4	n-e
478	single	1	5	e-d
478	single	1	6	d-l
478	single	1	7	l-a
478	single	1	8	a-_
479	single	1	1	_-u
479	single	1	2	u-g
479	single	1	3	g-X
479	single	1	4	X-i
479	single	1	5	i-d
479	single	1	6	d-s.
479	single	1	7	s.-u.
479	single	1	8	u.-_
480	single	1	1	_-i
480	single	1	2	i-s
480	single	1	3	s-d
480	single	1	4	d-u
480	single	1	5	u-b
480	single	1	6	b-r
480	single	1	7	r-a
480	single	1	8	a-_
481	single	1	1	_-a
481	single	1	2	a-z
481	single	1	3	z-p
481	single	1	4	p-i
481	single	1	5	i-H
481	single	1	6	H-s.
481	single	1	7	s.-e.
481	single	1	8	e.-_
482	single	1	1	_-u
482	single	1	2	u-j
482	single	1	3	j-X
482	single	1	4	X-i
482	single	1	5	i-j
482	single	1	6	j-?
482	single	1	7	?-e
482	single	1	8	e-_
483	single	1	1	_-a
483	single	1	2	a-q
483	single	1	3	q-X
483	single	1	4	X-u
483	single	1	5	u-p
483	single	1	6	p-l
483	single	1	7	l-e
483	single	1	8	e-_
484	single	1	1	_-u
484	single	1	2	u-X
484	single	1	3	X-X
484	single	1	4	X-i
484	single	1	5	i-X
484	single	1	6	X-d
484	single	1	7	d-u
484	single	1	8	u-_
485	single	1	1	_-e
485	single	1	2	e-j
485	single	1	3	j-d
485	single	1	4	d-i
485	single	1	5	i-d
485	single	1	6	d-z
485	single	1	7	z-e
485	single	1	8	e-_
486	single	2	1	_-j
486	single	2	2	j-a.
486	single	2	3	a.-s.
486	single	2	4	s.-u.
486	single	2	5	u.-w
486	single	2	6	w-H
486	single	2	7	H-e
486	single	2	8	e-b
486	single	2	9	b-_
487	single	1	1	_-u
487	single	1	2	u-?
487	single	1	3	?-s
487	single	1	4	s-a
487	single	1	5	a-t
487	single	1	6	t-k
487	single	1	7	k-i
487	single	1	8	i-_
488	single	1	1	_-e
488	single	1	2	e-r
488	single	1	3	r-m
488	single	1	4	m-u
488	single	1	5	u-m
488	single	1	6	m-H
488	single	1	7	H-i
488	single	1	8	i-_
489	single	1	1	_-a
489	single	1	2	a-n
489	single	1	3	n-z
489	single	1	4	z-e.
489	single	1	5	e.-s.
489	single	1	6	s.-d
489	single	1	7	d-a
489	single	1	8	a-_
490	single	1	1	_-i
490	single	1	2	i-t
490	single	1	3	t-g
490	single	1	4	g-u
490	single	1	5	u-?
490	single	1	6	?-s
490	single	1	7	s-i
490	single	1	8	i-_
491	single	1	1	_-u
491	single	1	2	u-d
491	single	1	3	d-g
491	single	1	4	g-a
491	single	1	5	a-k
491	single	1	6	k-x
491	single	1	7	x-a
491	single	1	8	a-_
492	single	1	1	_-a
492	single	1	2	a-X
492	single	1	3	X-g
492	single	1	4	g-e
492	single	1	5	e-d
492	single	1	6	d-n
492	single	1	7	n-e
492	single	1	8	e-_
493	single	1	1	_-a
493	single	1	2	a-x
493	single	1	3	x-?
493	single	1	4	?-u
493	single	1	5	u-k
493	single	1	6	k-w
493	single	1	7	w-a
493	single	1	8	a-_
494	single	1	1	_-e
494	single	1	2	e-t
494	single	1	3	t-s
494	single	1	4	s-a
494	single	1	5	a-z
494	single	1	6	z-s
494	single	1	7	s-i
494	single	1	8	i-_
495	single	1	1	_-a
495	single	1	2	a-w
495	single	1	3	w-t.
495	single	1	4	t.-u.
495	single	1	5	u.-k
495	single	1	6	k-n
495	single	1	7	n-u
495	single	1	8	u-_
496	single	1	1	_-e
496	single	1	2	e-p
496	single	1	3	p-z
496	single	1	4	z-a
496	single	1	5	a-l
496	single	1	6	l-x
496	single	1	7	x-e
496	single	1	8	e-_
497	single	1	1	_-e
497	single	1	2	e-x
497	single	1	3	x-H
497	single	1	4	H-i
497	single	1	5	i-S
497	single	1	6	S-z
497	single	1	7	z-u
497	single	1	8	u-_
498	single	1	1	_-i
498	single	1	2	i-S
498	single	1	3	S-t
498	single	1	4	t-i
498	single	1	5	i-z
498	single	1	6	z-S
498	single	1	7	S-a
498	single	1	8	a-_
499	single	1	1	_-i
499	single	1	2	i-r
499	single	1	3	r-d
499	single	1	4	d-e
499	single	1	5	e-X
499	single	1	6	X-r
499	single	1	7	r-e
499	single	1	8	e-_
500	single	1	1	_-i
500	single	1	2	i-g
500	single	1	3	g-j
500	single	1	4	j-u
500	single	1	5	u-k
500	single	1	6	k-S
500	single	1	7	S-i
500	single	1	8	i-_
501	single	1	1	_-u
501	single	1	2	u-l
501	single	1	3	l-t.
501	single	1	4	t.-i.
501	single	1	5	i.-b
501	single	1	6	b-w
501	single	1	7	w-u
501	single	1	8	u-_
502	single	1	1	_-a
502	single	1	2	a-n
502	single	1	3	n-s
502	single	1	4	s-a
502	single	1	5	a-S
502	single	1	6	S-s
502	single	1	7	s-e
502	single	1	8	e-_
503	single	1	1	_-u
503	single	1	2	u-t
503	single	1	3	t-l
503	single	1	4	l-i
503	single	1	5	i-s
503	single	1	6	s-S
503	single	1	7	S-i
503	single	1	8	i-_
504	single	1	1	_-a
504	single	1	2	a-g
504	single	1	3	g-l
504	single	1	4	l-u
504	single	1	5	u-p
504	single	1	6	p-X
504	single	1	7	X-e
504	single	1	8	e-_
505	single	1	1	_-a
505	single	1	2	a-S
505	single	1	3	S-k
505	single	1	4	k-e
505	single	1	5	e-H
505	single	1	6	H-n
505	single	1	7	n-i
505	single	1	8	i-_
506	single	1	1	_-i
506	single	1	2	i-X
506	single	1	3	X-x
506	single	1	4	x-i
506	single	1	5	i-z
506	single	1	6	z-r
506	single	1	7	r-i
506	single	1	8	i-_
507	single	1	1	_-a
507	single	1	2	a-n
507	single	1	3	n-?
507	single	1	4	?-u
507	single	1	5	u-k
507	single	1	6	k-m
507	single	1	7	m-i
507	single	1	8	i-_
508	single	3	1	_-j
508	single	3	2	j-a
508	single	3	3	a-a
508	single	3	4	a-s
508	single	3	5	s-a
508	single	3	6	a-a
508	single	3	7	a-g
508	single	3	8	g-_
509	single	1	1	_-u
509	single	1	2	u-m
509	single	1	3	m-t.
509	single	1	4	t.-u.
509	single	1	5	u.-n
509	single	1	6	n-m
509	single	1	7	m-i
509	single	1	8	i-_
510	single	1	1	_-u
510	single	1	2	u-b
510	single	1	3	b-b
510	single	1	4	b-a
510	single	1	5	a-l
510	single	1	6	l-z
510	single	1	7	z-a
510	single	1	8	a-_
511	single	1	1	_-a
511	single	1	2	a-s
511	single	1	3	s-n
511	single	1	4	n-i
511	single	1	5	i-w
511	single	1	6	w-g
511	single	1	7	g-a
511	single	1	8	a-_
512	single	1	1	_-i
512	single	1	2	i-p
512	single	1	3	p-g
512	single	1	4	g-u
512	single	1	5	u-x
512	single	1	6	x-s
512	single	1	7	s-a
512	single	1	8	a-_
513	single	1	1	_-i
513	single	1	2	i-n
513	single	1	3	n-t.
513	single	1	4	t.-e.
513	single	1	5	e.-H
513	single	1	6	H-s
513	single	1	7	s-i
513	single	1	8	i-_
514	single	1	1	_-a
514	single	1	2	a-w
514	single	1	3	w-d
514	single	1	4	d-a
514	single	1	5	a-g
514	single	1	6	g-t
514	single	1	7	t-i
514	single	1	8	i-_
515	single	1	1	_-e
515	single	1	2	e-?
515	single	1	3	?-z
515	single	1	4	z-u
515	single	1	5	u-m
515	single	1	6	m-g
515	single	1	7	g-a
515	single	1	8	a-_
516	single	1	1	_-u
516	single	1	2	u-t
516	single	1	3	t-p
516	single	1	4	p-u
516	single	1	5	u-s
516	single	1	6	s-n
516	single	1	7	n-i
516	single	1	8	i-_
517	single	1	1	_-u
517	single	1	2	u-b
517	single	1	3	b-?
517	single	1	4	?-a
517	single	1	5	a-p
517	single	1	6	p-m
517	single	1	7	m-i
517	single	1	8	i-_
518	single	1	1	_-u
518	single	1	2	u-n
518	single	1	3	n-q
518	single	1	4	q-e.
518	single	1	5	e.-k
518	single	1	6	k-j
518	single	1	7	j-u
518	single	1	8	u-_
519	single	1	1	_-e
519	single	1	2	e-?
519	single	1	3	?-X
519	single	1	4	X-e
519	single	1	5	e-g
519	single	1	6	g-s
519	single	1	7	s-u
519	single	1	8	u-_
520	single	1	1	_-a
520	single	1	2	a-S
520	single	1	3	S-X
520	single	1	4	X-i
520	single	1	5	i-g
520	single	1	6	g-?
520	single	1	7	?-a
520	single	1	8	a-_
521	single	1	1	_-a
521	single	1	2	a-z
521	single	1	3	z-n
521	single	1	4	n-i
521	single	1	5	i-p
521	single	1	6	p-q
521	single	1	7	q-e.
521	single	1	8	e.-_
522	single	1	1	_-e
522	single	1	2	e-n
522	single	1	3	n-r
522	single	1	4	r-a
522	single	1	5	a-H
522	single	1	6	H-r
522	single	1	7	r-u
522	single	1	8	u-_
523	single	1	1	_-u
523	single	1	2	u-p
523	single	1	3	p-x
523	single	1	4	x-i
523	single	1	5	i-?
523	single	1	6	?-r
523	single	1	7	r-i
523	single	1	8	i-_
524	single	1	1	_-e
524	single	1	2	e-r
524	single	1	3	r-x
524	single	1	4	x-i.
524	single	1	5	i.-t.
524	single	1	6	t.-H
524	single	1	7	H-u
524	single	1	8	u-_
525	single	1	1	_-e
525	single	1	2	e-q
525	single	1	3	q-k
525	single	1	4	k-e
525	single	1	5	e-n
525	single	1	6	n-t
525	single	1	7	t-a
525	single	1	8	a-_
526	single	1	1	_-u
526	single	1	2	u-g
526	single	1	3	g-x
526	single	1	4	x-u
526	single	1	5	u-S
526	single	1	6	S-l
526	single	1	7	l-e
526	single	1	8	e-_
527	single	1	1	_-a
527	single	1	2	a-z
527	single	1	3	z-t
527	single	1	4	t-a
527	single	1	5	a-d
527	single	1	6	d-r
527	single	1	7	r-a
527	single	1	8	a-_
528	single	1	1	_-i
528	single	1	2	i-x
528	single	1	3	x-p
528	single	1	4	p-e.
528	single	1	5	e.-s.
528	single	1	6	s.-p
528	single	1	7	p-u
528	single	1	8	u-_
529	single	2	1	_-q
529	single	2	2	q-u.
529	single	2	3	u.-m
529	single	2	4	m-e.
529	single	2	5	e.-q
529	single	2	6	q-w
529	single	2	7	w-i.
529	single	2	8	i.-s.
529	single	2	9	s.-_
530	single	1	1	_-i
530	single	1	2	i-x
530	single	1	3	x-n
530	single	1	4	n-u
530	single	1	5	u-z
530	single	1	6	z-m
530	single	1	7	m-u
530	single	1	8	u-_
531	single	1	1	_-i
531	single	1	2	i-H
531	single	1	3	H-t
531	single	1	4	t-u
531	single	1	5	u-m
531	single	1	6	m-S
531	single	1	7	S-i
531	single	1	8	i-_
532	single	1	1	_-u
532	single	1	2	u-x
532	single	1	3	x-t.
532	single	1	4	t.-e.
532	single	1	5	e.-n
532	single	1	6	n-w
532	single	1	7	w-u
532	single	1	8	u-_
533	single	1	1	_-e
533	single	1	2	e-d
533	single	1	3	d-j
533	single	1	4	j-e
533	single	1	5	e-p
533	single	1	6	p-l
533	single	1	7	l-e
533	single	1	8	e-_
534	single	1	1	_-u
534	single	1	2	u-n
534	single	1	3	n-l
534	single	1	4	l-e
534	single	1	5	e-t
534	single	1	6	t-m
534	single	1	7	m-e
534	single	1	8	e-_
535	single	1	1	_-i
535	single	1	2	i-t
535	single	1	3	t-p
535	single	1	4	p-e
535	single	1	5	e-H
535	single	1	6	H-m
535	single	1	7	m-e
535	single	1	8	e-_
536	single	1	1	_-u
536	single	1	2	u-x
536	single	1	3	x-s
536	single	1	4	s-u
536	single	1	5	u-n
536	single	1	6	n-d
536	single	1	7	d-u
536	single	1	8	u-_
537	single	1	1	_-u
537	single	1	2	u-s
537	single	1	3	s-z
537	single	1	4	z-e.
537	single	1	5	e.-q
537	single	1	6	q-?
537	single	1	7	?-u
537	single	1	8	u-_
538	single	1	1	_-u
538	single	1	2	u-w
538	single	1	3	w-S
538	single	1	4	S-a.
538	single	1	5	a.-s.
538	single	1	6	s.-X
538	single	1	7	X-u
538	single	1	8	u-_
539	single	1	1	_-u
539	single	1	2	u-X
539	single	1	3	X-b
539	single	1	4	b-i
539	single	1	5	i-H
539	single	1	6	H-S
539	single	1	7	S-e
539	single	1	8	e-_
540	single	1	1	_-e
540	single	1	2	e-s
540	single	1	3	s-r
540	single	1	4	r-u.
540	single	1	5	u.-q
540	single	1	6	q-d
540	single	1	7	d-a
540	single	1	8	a-_
541	single	1	1	_-e
541	single	1	2	e-z
541	single	1	3	z-l
541	single	1	4	l-u
541	single	1	5	u-z
541	single	1	6	z-s.
541	single	1	7	s.-e.
541	single	1	8	e.-_
542	single	1	1	_-u
542	single	1	2	u-r
542	single	1	3	r-H
542	single	1	4	H-i
542	single	1	5	i-p
542	single	1	6	p-H
542	single	1	7	H-e
542	single	1	8	e-_
543	single	1	1	_-a
543	single	1	2	a-d
543	single	1	3	d-k
543	single	1	4	k-a
543	single	1	5	a-l
543	single	1	6	l-j
543	single	1	7	j-a
543	single	1	8	a-_
544	single	1	1	_-u
544	single	1	2	u-j
544	single	1	3	j-r
544	single	1	4	r-u
544	single	1	5	u-s
544	single	1	6	s-m
544	single	1	7	m-e
544	single	1	8	e-_
545	single	1	1	_-u
545	single	1	2	u-x
545	single	1	3	x-k
545	single	1	4	k-i
545	single	1	5	i-d
545	single	1	6	d-m
545	single	1	7	m-e
545	single	1	8	e-_
546	single	1	1	_-i
546	single	1	2	i-r
546	single	1	3	r-g
546	single	1	4	g-a.
546	single	1	5	a.-s.
546	single	1	6	s.-j
546	single	1	7	j-i
546	single	1	8	i-_
547	single	1	1	_-i
547	single	1	2	i-S
547	single	1	3	S-x
547	single	1	4	x-a.
547	single	1	5	a.-t.
547	single	1	6	t.-l
547	single	1	7	l-e
547	single	1	8	e-_
548	single	1	1	_-e
548	single	1	2	e-s
548	single	1	3	s-k
548	single	1	4	k-a
548	single	1	5	a-s.
548	single	1	6	s.-b
548	single	1	7	b-u
548	single	1	8	u-_
549	single	1	1	_-u
549	single	1	2	u-r
549	single	1	3	r-z
549	single	1	4	z-e
